interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
WNT9B_FZD5_LRP6	WNT	Wnt9b	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd5+Lrp6)
WNT9B_FZD6_LRP6	WNT	Wnt9b	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd6+Lrp6)
WNT9B_FZD7_LRP6	WNT	Wnt9b	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd7+Lrp6)
WNT9B_FZD8_LRP6	WNT	Wnt9b	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd8+Lrp6)
WNT9B_FZD9_LRP6	WNT	Wnt9b	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd9+Lrp6)
WNT5A_FZD1	ncWNT	Wnt5a	Fzd1			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd1
WNT5A_FZD10	ncWNT	Wnt5a	Fzd10			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd10
WNT5A_FZD2	ncWNT	Wnt5a	Fzd2			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd2
WNT5A_FZD3	ncWNT	Wnt5a	Fzd3			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd3
WNT5A_FZD4	ncWNT	Wnt5a	Fzd4			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd4
WNT5A_FZD5	ncWNT	Wnt5a	Fzd5			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd5
WNT5A_FZD6	ncWNT	Wnt5a	Fzd6			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd6
WNT5A_FZD7	ncWNT	Wnt5a	Fzd7			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd7
WNT5A_FZD8	ncWNT	Wnt5a	Fzd8			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd8
WNT5A_FZD9	ncWNT	Wnt5a	Fzd9			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5a  - Fzd9
WNT5A_MCAM	ncWNT	Wnt5a	Mcam					PMID: 24335906	Secreted Signaling	Wnt5a  - Mcam
WNT5B_FZD1	ncWNT	Wnt5b	Fzd1			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd1
WNT5B_FZD10	ncWNT	Wnt5b	Fzd10			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd10
WNT5B_FZD2	ncWNT	Wnt5b	Fzd2			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd2
WNT5B_FZD3	ncWNT	Wnt5b	Fzd3			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd3
WNT5B_FZD4	ncWNT	Wnt5b	Fzd4			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd4
WNT5B_FZD5	ncWNT	Wnt5b	Fzd5			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd5
WNT5B_FZD6	ncWNT	Wnt5b	Fzd6			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd6
WNT5B_FZD7	ncWNT	Wnt5b	Fzd7			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd7
WNT5B_FZD8	ncWNT	Wnt5b	Fzd8			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd8
WNT5B_FZD9	ncWNT	Wnt5b	Fzd9			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt5b  - Fzd9
WNT11_FZD1	ncWNT	Wnt11	Fzd1			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd1
WNT11_FZD10	ncWNT	Wnt11	Fzd10			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd10
WNT11_FZD2	ncWNT	Wnt11	Fzd2			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd2
WNT11_FZD3	ncWNT	Wnt11	Fzd3			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd3
WNT11_FZD4	ncWNT	Wnt11	Fzd4			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd4
WNT11_FZD5	ncWNT	Wnt11	Fzd5			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd5
WNT11_FZD6	ncWNT	Wnt11	Fzd6			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd6
WNT11_FZD7	ncWNT	Wnt11	Fzd7			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd7
WNT11_FZD8	ncWNT	Wnt11	Fzd8			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd8
WNT11_FZD9	ncWNT	Wnt11	Fzd9			ncWNT activation receptor		KEGG: mmu04310	Secreted Signaling	Wnt11  - Fzd9
EGF_EGFR	EGF	Egf	Egfr					KEGG: mmu04012	Secreted Signaling	Egf  - Egfr
EGF_EGFR_ERBB2	EGF	Egf	EGFR_ERBB2					KEGG: mmu04012	Secreted Signaling	Egf  - (Egfr+Erbb2)
TGFA_EGFR	EGF	Tgfa	Egfr					KEGG: mmu04012	Secreted Signaling	Tgfa  - Egfr
TGFA_EGFR_ERBB2	EGF	Tgfa	EGFR_ERBB2					KEGG: mmu04012	Secreted Signaling	Tgfa  - (Egfr+Erbb2)
AREG_EGFR	EGF	Areg	Egfr					KEGG: mmu04012	Secreted Signaling	Areg  - Egfr
AREG_EGFR_ERBB2	EGF	Areg	EGFR_ERBB2					KEGG: mmu04012	Secreted Signaling	Areg  - (Egfr+Erbb2)
BTC_EGFR	EGF	Btc	Egfr					KEGG: mmu04012	Secreted Signaling	Btc  - Egfr
BTC_EGFR_ERBB2	EGF	Btc	EGFR_ERBB2					KEGG: mmu04012	Secreted Signaling	Btc  - (Egfr+Erbb2)
BTC_ERBB4	EGF	Btc	Erbb4					KEGG: mmu04012	Secreted Signaling	Btc  - Erbb4
BTC_ERBB2_ERBB4	EGF	Btc	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Btc  - (Erbb2+Erbb4)
HBEGF_EGFR	EGF	Hbegf	Egfr					KEGG: mmu04012	Secreted Signaling	Hbegf  - Egfr
HBEGF_EGFR_ERBB2	EGF	Hbegf	EGFR_ERBB2					KEGG: mmu04012	Secreted Signaling	Hbegf  - (Egfr+Erbb2)
HBEGF_ERBB4	EGF	Hbegf	Erbb4					KEGG: mmu04012	Secreted Signaling	Hbegf  - Erbb4
HBEGF_ERBB2_ERBB4	EGF	Hbegf	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Hbegf  - (Erbb2+Erbb4)
NRG1_ERBB3	NRG	Nrg1	Erbb3					KEGG: mmu04012	Secreted Signaling	Nrg1  - Erbb3
NRG1_ERBB2_ERBB3	NRG	Nrg1	ERBB2_ERBB3					KEGG: mmu04012	Secreted Signaling	Nrg1  - (Erbb2+Erbb3)
NRG1_ERBB4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1  - Erbb4
NRG1_ERBB2_ERBB4	NRG	Nrg1	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Nrg1  - (Erbb2+Erbb4)
NRG2_ERBB3	NRG	Nrg2	Erbb3					KEGG: mmu04012	Secreted Signaling	Nrg2  - Erbb3
NRG2_ERBB2_ERBB3	NRG	Nrg2	ERBB2_ERBB3					KEGG: mmu04012	Secreted Signaling	Nrg2  - (Erbb2+Erbb3)
NRG2_ERBB4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2  - Erbb4
NRG2_ERBB2_ERBB4	NRG	Nrg2	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Nrg2  - (Erbb2+Erbb4)
NRG3_ERBB4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3  - Erbb4
NRG3_ERBB2_ERBB4	NRG	Nrg3	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Nrg3  - (Erbb2+Erbb4)
NRG4_ERBB4	NRG	Nrg4	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg4  - Erbb4
NRG4_ERBB2_ERBB4	NRG	Nrg4	ERBB2_ERBB4					KEGG: mmu04012	Secreted Signaling	Nrg4  - (Erbb2+Erbb4)
NRG1_ITGAV_ITGB3	NRG	Nrg1	ITGAV_ITGB3					PMID: 20682778	Secreted Signaling	Nrg1  - (Itgav+Itgb3)
FGF1_FGFR1	FGF	Fgf1	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf1  - Fgfr1
FGF1_FGFR2	FGF	Fgf1	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf1  - Fgfr2
FGF1_FGFR3	FGF	Fgf1	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf1  - Fgfr3
FGF1_FGFR4	FGF	Fgf1	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf1  - Fgfr4
FGF2_FGFR1	FGF	Fgf2	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf2  - Fgfr1
FGF2_FGFR2	FGF	Fgf2	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf2  - Fgfr2
FGF2_FGFR3	FGF	Fgf2	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf2  - Fgfr3
FGF2_FGFR4	FGF	Fgf2	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf2  - Fgfr4
FGF5_FGFR1	FGF	Fgf5	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf5  - Fgfr1
FGF5_FGFR2	FGF	Fgf5	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf5  - Fgfr2
FGF5_FGFR3	FGF	Fgf5	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf5  - Fgfr3
FGF5_FGFR4	FGF	Fgf5	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf5  - Fgfr4
FGF3_FGFR1	FGF	Fgf3	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf3  - Fgfr1
FGF3_FGFR2	FGF	Fgf3	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf3  - Fgfr2
FGF22_FGFR2	FGF	Fgf22	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf22  - Fgfr2
FGF8_FGFR1	FGF	Fgf8	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf8  - Fgfr1
FGF8_FGFR2	FGF	Fgf8	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf8  - Fgfr2
FGF8_FGFR3	FGF	Fgf8	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf8  - Fgfr3
FGF8_FGFR4	FGF	Fgf8	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf8  - Fgfr4
FGF17_FGFR1	FGF	Fgf17	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf17  - Fgfr1
FGF17_FGFR2	FGF	Fgf17	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf17  - Fgfr2
FGF17_FGFR3	FGF	Fgf17	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf17  - Fgfr3
FGF17_FGFR4	FGF	Fgf17	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf17  - Fgfr4
FGF18_FGFR1	FGF	Fgf18	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf18  - Fgfr1
FGF18_FGFR2	FGF	Fgf18	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf18  - Fgfr2
FGF18_FGFR3	FGF	Fgf18	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf18  - Fgfr3
FGF18_FGFR4	FGF	Fgf18	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf18  - Fgfr4
FGF9_FGFR1	FGF	Fgf9	Fgfr1				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf9  - Fgfr1
FGF9_FGFR2	FGF	Fgf9	Fgfr2				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf9  - Fgfr2
FGF9_FGFR3	FGF	Fgf9	Fgfr3				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf9  - Fgfr3
FGF9_FGFR4	FGF	Fgf9	Fgfr4				FGF inhibition receptor	PMC: 4393358	Secreted Signaling	Fgf9  - Fgfr4
FGF15_FGFR1	FGF	Fgf15	Fgfr1			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	Fgf15  - Fgfr1
FGF15_FGFR2	FGF	Fgf15	Fgfr2			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	Fgf15  - Fgfr2
FGF15_FGFR3	FGF	Fgf15	Fgfr3			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	Fgf15  - Fgfr3
FGF15_FGFR4	FGF	Fgf15	Fgfr4			FGF activation receptor 2		PMC: 4393358	Secreted Signaling	Fgf15  - Fgfr4
FGF23_FGFR1	FGF	Fgf23	Fgfr1			FGF activation receptor 3		PMC: 4393358	Secreted Signaling	Fgf23  - Fgfr1
FGF23_FGFR3	FGF	Fgf23	Fgfr3			FGF activation receptor 3		PMC: 4393358	Secreted Signaling	Fgf23  - Fgfr3
FGF23_FGFR4	FGF	Fgf23	Fgfr4			FGF activation receptor 3		PMC: 4393358	Secreted Signaling	Fgf23  - Fgfr4
PDGFA_PDGFRA	PDGF	Pdgfa	Pdgfra		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfa  - Pdgfra
PDGFA_PDGFRB	PDGF	Pdgfa	Pdgfrb		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfa  - Pdgfrb
PDGFB_PDGFRA	PDGF	Pdgfb	Pdgfra		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfb  - Pdgfra
PDGFB_PDGFRB	PDGF	Pdgfb	Pdgfrb		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfb  - Pdgfrb
PDGFC_PDGFRA	PDGF	Pdgfc	Pdgfra		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfc  - Pdgfra
PDGFD_PDGFRB	PDGF	Pdgfd	Pdgfrb		PDGF antagonist			PMID: 15207812	Secreted Signaling	Pdgfd  - Pdgfrb
VEGFA_VEGFR1	VEGF	Vegfa	Flt1					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfa  - Vegfr1
VEGFA_VEGFR2	VEGF	Vegfa	Kdr			VEGF activation receptor		KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfa  - Vegfr2
VEGFB_VEGFR1	VEGF	Vegfb	Flt1					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfb  - Vegfr1
VEGFC_VEGFR3	VEGF	Vegfc	Flt4					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfc  - Vegfr3
VEGFC_VEGFR2	VEGF	Vegfc	Kdr			VEGF activation receptor		KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfc  - Vegfr2
VEGFD_VEGFR3	VEGF	Vegfd	Flt4					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfd  - Vegfr3
VEGFD_VEGFR2	VEGF	Vegfd	Kdr			VEGF activation receptor		KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfd  - Vegfr2
PGF_VEGFR1	VEGF	Pgf	Flt1					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Pgf  - Vegfr1
VEGFA_VEGFR1R2	VEGF	Vegfa	FLT1_KDR			VEGF activation receptor		PMID: 16633338	Secreted Signaling	Vegfa  - Vegfr1r2
VEGFC_VEGFR2R3	VEGF	Vegfc	FLT4_KDR			VEGF activation receptor		PMID: 16633339	Secreted Signaling	Vegfc  - Vegfr2r3
VEGFD_VEGFR2R3	VEGF	Vegfd	FLT4_KDR			VEGF activation receptor		PMID: 16633340	Secreted Signaling	Vegfd  - Vegfr2r3
IGF1_IGF1R	IGF	Igf1	Igf1r		IGF antagonist			PMID: 14604834	Secreted Signaling	Igf1  - Igf1r
IGF2_IGF1R	IGF	Igf2	Igf1r		IGF antagonist			PMID: 14604834	Secreted Signaling	Igf2  - Igf1r
IGF2_IGF2R	IGF	Igf2	Igf2r		IGF antagonist			PMID: 14604834	Secreted Signaling	Igf2  - Igf2r
IGF1_ITGAV_ITGB3	IGF	Igf1	ITGAV_ITGB3		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	Igf1  - (Itgav+Itgb3)
IGF1_ITGA6_ITGB4	IGF	Igf1	ITGA6_ITGB4		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	Igf1  - (Itga6+Itgb4)
IGF2_ITGAV_ITGB3	IGF	Igf2	ITGAV_ITGB3		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	Igf2  - (Itgav+Itgb3)
IGF2_ITGA6_ITGB4	IGF	Igf2	ITGA6_ITGB4		IGF antagonist			PMID: 28190785; PMID: 28873464	Secreted Signaling	Igf2  - (Itga6+Itgb4)
INS2_INSSR	INSULIN	Ins2	Insr	INSULIN agonist			INSULIN inhibition receptor	KEGG: mmu04911; PMID: 24633815	Secreted Signaling	Ins2  - Inssr
DHH_PTCH1	HH	Dhh	PTCH1_SMO			HH activation receptor	HH inhibition receptor	KEGG: mmu04340; PMID: 25701396	Secreted Signaling	Dhh  - Ptch1
CCL5_CCR1	CCL	Ccl5	Ccr1					KEGG: mmu04060	Secreted Signaling	Ccl5  - Ccr1
CCL3_CCR1	CCL	Ccl3	Ccr1					KEGG: mmu04060	Secreted Signaling	Ccl3  - Ccr1
CCL9_CCR1	CCL	Ccl9	Ccr1					KEGG: mmu04060	Secreted Signaling	Ccl9  - Ccr1
CCL6_CCR1	CCL	Ccl6	Ccr1					KEGG: mmu04060	Secreted Signaling	Ccl6  - Ccr1
CCL4_CCR5	CCL	Ccl4	Ccr5					KEGG: mmu04060	Secreted Signaling	Ccl4  - Ccr5
CCL5_CCR5	CCL	Ccl5	Ccr5					KEGG: mmu04060	Secreted Signaling	Ccl5  - Ccr5
CCL3_CCR5	CCL	Ccl3	Ccr5					KEGG: mmu04060	Secreted Signaling	Ccl3  - Ccr5
CCL25_CCR9	CCL	Ccl25	Ccr9					KEGG: mmu04060	Secreted Signaling	Ccl25  - Ccr9
CCL28_CCR10	CCL	Ccl28	Ccr10					KEGG: mmu04060	Secreted Signaling	Ccl28  - Ccr10
CCL27A_CCR10	CCL	Ccl27a	Ccr10					KEGG: mmu04060	Secreted Signaling	Ccl27a  - Ccr10
CCL2_ACKR1	CCL	Ccl2	Ackr1					PMID: 26740381	Secreted Signaling	Ccl2  - Ackr1
CCL5_ACKR1	CCL	Ccl5	Ackr1					PMID: 26740381	Secreted Signaling	Ccl5  - Ackr1
CCL11_ACKR1	CCL	Ccl11	Ackr1					PMID: 26740381	Secreted Signaling	Ccl11  - Ackr1
CCL17_ACKR1	CCL	Ccl17	Ackr1					PMID: 26740381	Secreted Signaling	Ccl17  - Ackr1
CXCL1_CXCR2	CXCL	Cxcl1	Cxcr2					KEGG: mmu04060	Secreted Signaling	Cxcl1  - Cxcr2
CXCL5_CXCR2	CXCL	Cxcl5	Cxcr2					KEGG: mmu04060	Secreted Signaling	Cxcl5  - Cxcr2
CXCL2_CXCR2	CXCL	Cxcl2	Cxcr2					KEGG: mmu04060	Secreted Signaling	Cxcl2  - Cxcr2
PPBP_CXCR2	CXCL	Ppbp	Cxcr2					KEGG: mmu04060	Secreted Signaling	Ppbp  - Cxcr2
CXCL12_CXCR4	CXCL	Cxcl12	Cxcr4					KEGG: mmu04060	Secreted Signaling	Cxcl12  - Cxcr4
CXCL12_ACKR3	CXCL	Cxcl12	Ackr3					KEGG: mmu04060	Secreted Signaling	Cxcl12  - Ackr3
CXCL16_CXCR6	CXCL	Cxcl16	Cxcr6					KEGG: mmu04060	Secreted Signaling	Cxcl16  - Cxcr6
CXCL1_ACKR1	CXCL	Cxcl1	Ackr1					KEGG: mmu04060	Secreted Signaling	Cxcl1  - Ackr1
CXCL2_ACKR1	CXCL	Cxcl2	Ackr1					KEGG: mmu04060	Secreted Signaling	Cxcl2  - Ackr1
CXCL5_ACKR1	CXCL	Cxcl5	Ackr1					KEGG: mmu04060	Secreted Signaling	Cxcl5  - Ackr1
CXCL10_ACKR1	CXCL	Cxcl10	Ackr1					KEGG: mmu04060	Secreted Signaling	Cxcl10  - Ackr1
CXCL13_ACKR1	CXCL	Cxcl13	Ackr1					KEGG: mmu04060	Secreted Signaling	Cxcl13  - Ackr1
MIF_CD74_CXCR4	MIF	Mif	CD74_CXCR4					PMID: 29637711; PMID: 24760155	Secreted Signaling	Mif  - (Cd74+Cxcr4)
MIF_CD74_CD44	MIF	Mif	CD74_CD44					PMID: 29637711; PMID: 26175090	Secreted Signaling	Mif  - (Cd74+Cd44)
MIF_CD74_CXCR2	MIF	Mif	CD74_CXCR2					PMID: 29637711; PMID: 26175090	Secreted Signaling	Mif  - (Cd74+Cxcr2)
MIF_ACKR3	MIF	Mif	Ackr3					PMID: 26175090	Secreted Signaling	Mif  - Ackr3
CX3CL1_CX3CR1	CX3C	Cx3cl1	Cx3cr1					KEGG: mmu04060	Secreted Signaling	Cx3cl1  - Cx3cr1
IL15_IL15RA_IL2RB	IL2	Il15	IL15RA_IL2RB					KEGG: mmu04060	Secreted Signaling	Il15  - (Il15ra+Il2rb)
IL21_IL21R_IL2RG	IL2	Il21	IL21R_IL2RG					KEGG: mmu04060	Secreted Signaling	Il21  - (Il21r+Il2rg)
TSLP_IL7R_CRLF2	IL2	Tslp	IL7R_CRLF2					KEGG: mmu04060	Secreted Signaling	Tslp  - (Il7r+Crlf2)
CSF2_CSF2RA_CSF2RB	IL4	Csf2	CSF2RA_CSF2RB					KEGG: mmu04060	Secreted Signaling	Csf2  - (Csf2ra+Csf2rb)
IL11_IL11RA1_IL6ST	IL6	Il11	IL11R complex 1					KEGG: mmu04060	Secreted Signaling	Il11  - (Il11ra1+Il6st)
CNTF_CNTFR_LIFR	LIFR	Cntf	CNTFR_LIFR					KEGG: mmu04060	Secreted Signaling	Cntf  - (Cntfr+Lifr)
CLCF1_CNTFR_LIFR	LIFR	Clcf1	CNTFR_LIFR					KEGG: mmu04060	Secreted Signaling	Clcf1  - (Cntfr+Lifr)
CTF1_LIFR_IL6ST	LIFR	Ctf1	LIFR_IL6ST					KEGG: mmu04060	Secreted Signaling	Ctf1  - (Lifr+Il6st)
LIF_LIFR_IL6ST	LIFR	Lif	LIFR_IL6ST					KEGG: mmu04060	Secreted Signaling	Lif  - (Lifr+Il6st)
OSM_LIFR_IL6ST	OSM	Osm	LIFR_IL6ST					KEGG: mmu04060	Secreted Signaling	Osm  - (Lifr+Il6st)
OSM_OSMR_IL6ST	OSM	Osm	OSMR_IL6ST					KEGG: mmu04060	Secreted Signaling	Osm  - (Osmr+Il6st)
IL1A_IL1R1_IL1RAP	IL1	Il1a	IL1R1_IL1RAP		IL antagonist			KEGG: mmu04060	Secreted Signaling	Il1a  - (Il1r1+Il1rap)
IL1B_IL1R1_IL1RAP	IL1	Il1b	IL1R1_IL1RAP		IL antagonist			KEGG: mmu04060	Secreted Signaling	Il1b  - (Il1r1+Il1rap)
IL1A_IL1R2	IL1	Il1a	Il1r2					KEGG: mmu04060	Secreted Signaling	Il1a  - Il1r2
IL1B_IL1R2	IL1	Il1b	Il1r2					KEGG: mmu04060	Secreted Signaling	Il1b  - Il1r2
IL33_IL1RL1_IL1RAP	IL1	Il33	IL1RL1_IL1RAP					KEGG: mmu04060	Secreted Signaling	Il33  - (Il1rl1+Il1rap)
IL17B_IL17RB	IL17	Il17b	Il17rb					KEGG: mmu04060	Secreted Signaling	Il17b  - Il17rb
IL25_IL17RA_IL17RB	IL17	Il25	IL17RA_IL17RB					KEGG: mmu04060	Secreted Signaling	Il25  - (Il17ra+Il17rb)
IL34_CSF1R	CSF	Il34	Csf1r					KEGG: mmu04060	Secreted Signaling	Il34  - Csf1r
CSF1_CSF1R	CSF	Csf1	Csf1r					KEGG: mmu04060	Secreted Signaling	Csf1  - Csf1r
TNF_TNFRSF1A	TNF	Tnf	Tnfrsf1a					KEGG: mmu04060	Secreted Signaling	Tnf  - Tnfrsf1a
TNF_TNFRSF1B	TNF	Tnf	Tnfrsf1b					KEGG: mmu04060	Secreted Signaling	Tnf  - Tnfrsf1b
TNFSF10_TNFRSF10B	TRAIL	Tnfsf10	Tnfrsf10b					KEGG: mmu04060	Secreted Signaling	Tnfsf10  - Tnfrsf10b
NGF_NGFR	NGF	Ngf	Ngfr					KEGG: mmu04060	Secreted Signaling	Ngf  - Ngfr
TNFSF12_TNFRSF12A	TWEAK	Tnfsf12	Tnfrsf12a					KEGG: mmu04060	Secreted Signaling	Tnfsf12  - Tnfrsf12a
CD70_CD27	CD70	Cd70	Cd27					KEGG: mmu04060	Secreted Signaling	Cd70  - Cd27
TNFSF8_TNFRSF8	CD30	Tnfsf8	Tnfrsf8					KEGG: mmu04060	Secreted Signaling	Tnfsf8  - Tnfrsf8
TNFSF4_TNFRSF4	OX40	Tnfsf4	Tnfrsf4					KEGG: mmu04060	Secreted Signaling	Tnfsf4  - Tnfrsf4
TNFSF18_TNFRSF18	GITRL	Tnfsf18	Tnfrsf18					KEGG: mmu04060	Secreted Signaling	Tnfsf18  - Tnfrsf18
TNFSF13_TNFRSF17	APRIL	Tnfsf13	Tnfrsf17					KEGG: mmu04060	Secreted Signaling	Tnfsf13  - Tnfrsf17
TNFSF13_TNFRSF13B	APRIL	Tnfsf13	Tnfrsf13b					KEGG: mmu04060	Secreted Signaling	Tnfsf13  - Tnfrsf13b
TNFSF13B_TNFRSF17	BAFF	Tnfsf13b	Tnfrsf17					KEGG: mmu04060	Secreted Signaling	Tnfsf13b  - Tnfrsf17
TNFSF13B_TNFRSF13B	BAFF	Tnfsf13b	Tnfrsf13b					KEGG: mmu04060	Secreted Signaling	Tnfsf13b  - Tnfrsf13b
TNFSF13B_TNFRSF13C	BAFF	Tnfsf13b	Tnfrsf13c					KEGG: mmu04060	Secreted Signaling	Tnfsf13b  - Tnfrsf13c
SPP1_CD44	SPP1	Spp1	Cd44					PMID: 21907263	Secreted Signaling	Spp1  - Cd44
